,name,built_date,price_min,price_max,plan_min,plan_max,area_min,are_max,address1,address2,line,station,walk_minutes
379,《リストレジデンス等々力》内覧可能♪　２０１５年築のきれいなマンションです。,2017/11,60800000,60800000,3LDK,3LDK,70.0,70.0,世田谷区,等々力８,東急大井町線,等々力,15
380,パレステージ上野｜１３路線利用可｜ペット飼育可｜オートロック｜宅配ボックス,2017/11,60800000,60800000,2LDK+S,2LDK+S,62.9,62.9,台東区,上野７,ＪＲ山手線,上野,5
381,ブリリアタワーズ目黒　サウスレジデンス,2018/5,61800000,61800000,ワンルーム,ワンルーム,30.05,30.05,品川区,上大崎３-2,ＪＲ山手線,目黒,2
382,オープンレジデンシア築地,2017/11,62000000,62000000,1LDK,1LDK,38.38,38.38,中央区,築地２,東京メトロ日比谷線,築地,1
383,ザ・パークハウス西新宿タワー60,2018/3,62800000,62800000,1LDK,1LDK,47.48,47.48,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
384,◆◆ＰＲＯＵＤ―ＣＩＴＹ阿佐ヶ谷テラス◆◆住環境良好な未入居メゾネットプラン！！,2017/11,63800000,63800000,3LDK,3LDK,84.23,84.23,杉並区,成田東４,東京メトロ丸ノ内線,南阿佐ヶ谷,7
385,プラウドシティ阿佐ヶ谷テラス,2017/11,63800000,63800000,3LDK,3LDK,84.23,84.23,杉並区,成田東４,東京メトロ丸ノ内線,南阿佐ヶ谷,7
386,プラウドシティ阿佐ヶ谷テラス　～戸建て感覚のハイブリット・メゾネット～,2017/11,63800000,63800000,3LDK,3LDK,84.23,84.23,杉並区,成田東４,ＪＲ中央線,阿佐ヶ谷,15
387,ブリリアザ・タワー東京八重洲アベニュー 26階,2017/11,64800000,64800000,1LDK,1LDK,43.89,43.89,中央区,新川２,東京メトロ日比谷線,八丁堀,4
388,ブリリアザ・タワー東京八重洲アベニュー,2018/2,64800000,64800000,1LDK,1LDK,43.89,43.89,中央区,新川２-10,東京メトロ日比谷線,八丁堀,4
389,ザ・パークハウス晴海タワーズ ティアロレジデンス,2017/11,64800000,64800000,2LDK,2LDK,64.67,64.67,中央区,晴海２,都営大江戸線,勝どき,13
390,ミッドレジデンス文京,2017/11,65800000,65800000,3LDK,3LDK,66.76,66.76,文京区,関口１,東京メトロ有楽町線,江戸川橋,1
391,～センチュリー荻窪　堂々完成～　荻窪駅徒歩10分　☆飯田グループホールディングス☆,2017/11,66500000,66500000,3LDK,3LDK,65.4,65.4,杉並区,荻窪２,ＪＲ中央線,荻窪,10
392,ザ・パークハウス晴海タワーズティアロレジデンス,2017/11,67800000,67800000,2LDK,2LDK,63.05,63.05,中央区,晴海２,都営大江戸線,勝どき,13
393,ザ・パークハウス晴海タワーズ　ティアロレジデンス,2017/11,67800000,67800000,2LDK,2LDK,63.05,63.05,中央区,晴海２,東京メトロ有楽町線,月島,10
394,DEUX TOURS CANAL&SPA EAST　8階住戸,2017/11,68500000,68500000,2LDK,2LDK,64.59,64.59,中央区,晴海３-13-1,都営大江戸線,勝どき,11
395,ザ・パークハウス西新宿タワー60,2018/3,69000000,69000000,2LDK,2LDK,57.94,57.94,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
396,ザ・パークハウス西新宿タワー60,2018/4,69800000,69800000,1LDK,1LDK,56.39,56.39,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
397,オープンレジデンシア中目黒別所坂,2017/11,69800000,69800000,1LDK+S,1LDK+S,66.27,66.27,目黒区,中目黒１,東京メトロ日比谷線,恵比寿,7
398,ヴィルヴィオ葛西,2017/11,69900000,69900000,3LDK,3LDK,82.88,82.88,江戸川区,東葛西２,東京メトロ東西線,葛西,7
399,＝アドバンスフィールド＝　ザ・パークハウス西新宿タワー６０,2017/11,71500000,71500000,2LDK,2LDK,56.39,56.39,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
400,ザ・パークハウス西新宿タワー60,2018/3,72000000,72000000,2LDK,2LDK,60.22,60.22,新宿区,西新宿５,東京メトロ丸ノ内線,西新宿,9
401,ＡＺＥＳＴ下落合,契約後1ヶ,72800000,72800000,2LDK+S,2LDK+S,91.04,91.04,新宿区,上落合１-９－１０,西武新宿線,下落合,5
402,ザ・パークハウス西新宿タワー60,2018/3,72800000,72800000,1LDK,1LDK,60.22,60.22,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
403,プラウド桜新町,2017/11,72800000,72800000,3LDK,3LDK,74.46,74.46,世田谷区,弦巻５,東急田園都市線,桜新町,10
404,ザ・パークハウス西新宿タワー60,2018/3,73000000,73000000,2LDK,2LDK,57.94,57.94,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
405,アトラス市ヶ谷,2017/11,73800000,73800000,2LDK,2LDK,58.68,58.68,新宿区,市谷本村町,ＪＲ中央線,市ヶ谷,6
406,パークホームズ豊洲ザ・レジデンス,2017/11,74800000,74800000,3LDK,3LDK,73.04,73.04,江東区,豊洲５,東京メトロ有楽町線,豊洲,5
407,ザ・パークハウス 西新宿タワー６０,2018/2,75800000,75800000,2LDK,2LDK,65.1,65.1,新宿区,西新宿５-4-9,都営大江戸線,西新宿五丁目,7
408,桜上水ガーデンズ,2017/11,76000000,76000000,3LDK+S,3LDK+S,75.88,75.88,世田谷区,桜上水４,京王線,桜上水,3
409,DEUX TOURS【野村の仲介＋お勧め物件】,2017/11,76600000,76600000,2LDK+S,2LDK+S,70.98,70.98,中央区,晴海３,都営大江戸線,勝どき,9
410,ブリリアタワーズ目黒　サウスレジデンス,2018/5,77000000,77000000,1LDK,1LDK,41.08,41.08,品川区,上大崎３,ＪＲ山手線,目黒,2
411,プラウド府中ステーションアリーナ,2017/11,77300000,77300000,3LDK,3LDK,73.73,73.73,府中市,宮町１,京王線,府中,1
412,◎プラウドシティ阿佐ヶ谷ガーデンＡ棟◎,2017/11,77800000,77800000,2LDK,2LDK,67.98,67.98,杉並区,成田東４,東京メトロ丸ノ内線,南阿佐ヶ谷,5
413,プラウドシティ阿佐ヶ谷ガーデン,2017/11,77800000,77800000,2LDK,2LDK,67.98,67.98,杉並区,成田東４,東京メトロ丸ノ内線,南阿佐ヶ谷,5
414,ザ・パークハウス西新宿タワー60,2017/11,77880000,77880000,2LDK,2LDK,62.56,62.56,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
415,ザ・パークハウス西新宿タワー６０,2017/11,77880000,77880000,2LDK,2LDK,62.56,62.56,新宿区,西新宿５,東京メトロ丸ノ内線,西新宿,9
416,ザ・パークハウス中野タワー,2017/11,78000000,78000000,2LDK,2LDK,61.27,61.27,中野区,中野５,ＪＲ中央線,中野,6
417,勝どきザ・タワー【野村の仲介＋お勧め物件】,2017/11,79800000,79800000,3LDK,3LDK,81.2,81.2,中央区,勝どき５,都営大江戸線,勝どき,6
418,勝どきザ・タワー,2017/11,79800000,79800000,3LDK,3LDK,81.2,81.2,中央区,勝どき５,都営大江戸線,勝どき,6
419,ザ・パークハウス西新宿タワー６０　,2017/11,79800000,79800000,2LDK,2LDK,59.51,59.51,新宿区,西新宿５-４－９,東京メトロ丸ノ内線,西新宿,8
420,ザ・パークハウス西新宿タワー60,2017/11,79800000,79800000,2LDK,2LDK,59.51,59.51,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
421,ザ・パークハウス晴海タワーズ ティアロレジデンス　46階住戸,2017/11,79900000,79900000,3LDK,3LDK,76.18,76.18,中央区,晴海２,都営大江戸線,勝どき,14
422,ザ・パークハウス晴海タワーズ　ティアロレジデンス　46階3ＬＤＫ東向き住戸,2017/11,79900000,79900000,3LDK,3LDK,76.18,76.18,中央区,晴海２,都営大江戸線,勝どき,13
423,アルファグランデ千桜タワー,2018/8,83800000,83800000,3LDK,3LDK,64.72,64.72,千代田区,神田東松下町,ＪＲ山手線,神田,5
424,プラウド府中ステーションアリーナ,2017/11,84800000,84800000,3LDK,3LDK,69.38,69.38,府中市,宮町１,京王線,府中,1
425,勝どき　ザ・タワー,2017/11,85800000,85800000,2LDK,2LDK,67.86,67.86,中央区,勝どき５,都営大江戸線,勝どき,6
426,勝どき ザ・タワー　45階住戸,2017/11,85800000,85800000,2LDK,2LDK,67.86,67.86,中央区,勝どき５,都営大江戸線,勝どき,6
427,ザ・パークハウス中野タワー,2017/11,85900000,85900000,2LDK,2LDK,58.55,58.55,中野区,中野５,ＪＲ中央線,中野,6
428,リベルサ,2017/11,86800000,86800000,3LDK,3LDK,93.64,93.64,世田谷区,成城２,小田急線,成城学園前,3
429,新築コーポラティブハウス　リベルサ,2017/11,86800000,86800000,3LDK,3LDK,93.64,93.64,世田谷区,成城２,小田急線,成城学園前,3
430,成城2丁目　Liversa- リベルサ,2017/11,86800000,86800000,3LDK,3LDK,93.64,93.64,世田谷区,成城２,小田急線,成城学園前,3
431,新築・７%高利回り・投資用マンション◇町屋　徒歩１２分・新築一棟売アパート,2017/11,87940000,87940000,12K,12K,163.71,163.71,荒川区,町屋４-34-17,東京メトロ千代田線,町屋,12
432,アルファグランデ千桜タワー,2018/8,88000000,88000000,3LDK,3LDK,67.09,67.09,千代田区,神田東松下町,ＪＲ山手線,神田,5
433,ザ・パークハウス西新宿タワー６０,2017/11,91500000,91500000,2LDK,2LDK,60.1,60.1,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
434,プレミスト日本橋浜町,2017/11,93800000,93800000,3LDK,3LDK,92.88,92.88,中央区,日本橋浜町３-１９番１０,東京メトロ半蔵門線,水天宮前,6
435,ザ・パークハウス西新宿タワー60,2017/11,94800000,94800000,2LDK+S,2LDK+S,81.5,81.5,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
436,プラウド府中ステーションアリーナ【駅直結×最上階×天井高約2.5m】,2017/11,96090000,96090000,3LDK+S,3LDK+S,75.64,75.64,府中市,宮町１,京王線,府中,1
437,ザ・パークハウス西新宿タワー60【野村の仲介＋お勧め物件】,2018/3,96600000,96600000,2LDK,2LDK,76.46,76.46,新宿区,西新宿５,東京メトロ丸ノ内線,西新宿,9
438,ザ・パークハウス西新宿タワー60,2018/3,97800000,97800000,3LDK,3LDK,70.06,70.06,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
439,ザ・パークハウス西新宿タワー６０,2017/11,99800000,99800000,3LDK,3LDK,76.46,76.46,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
440,ブリリアザ・タワー東京八重洲アベニュー,2018/2,99800000,99800000,2LDK+2S,2LDK+2S,69.3,69.3,中央区,新川２-10,東京メトロ日比谷線,八丁堀,4
441,【ザ・パークハウス西新宿タワー６０】５３階部分　南東向　新築未入居タワーマンション,2018/3,100000000,100000000,2LDK,2LDK,70.01,70.01,新宿区,西新宿５-5-1,東京メトロ丸ノ内線,西新宿,9
442,勝どきザ・タワー,2017/11,100000000,100000000,2LDK,2LDK,74.47,74.47,中央区,勝どき５,都営大江戸線,勝どき,6
443,ディアナコート茗荷谷翠景,2017/11,100000000,100000000,2LDK+S,2LDK+S,78.28,78.28,文京区,大塚３,東京メトロ丸ノ内線,茗荷谷,7
444,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,85.35,85.35,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
445,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,87.37,87.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
446,デュフレベース世田谷赤堤,2017/11,100000000,100000000,3LDK,3LDK,122.54,122.54,世田谷区,赤堤２-32-13,小田急線,豪徳寺,8
447,山手線「目黒」駅徒歩１分　BrilliaTowers目黒NorthResidence,2018/1,100000000,100000000,1LDK+S,1LDK+S,53.5,53.5,品川区,上大崎３,ＪＲ山手線,目黒,1
448,ザ・パークハウス西新宿タワー60,2018/3,100000000,100000000,3LDK,3LDK,77.93,77.93,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
449,パークコート三番町ヒルトップレジデンス,2018/1,100000000,100000000,1LDK,1LDK,62.95,62.95,千代田区,三番町,都営新宿線,市ヶ谷,4
450,プレミスト佃二丁目,2017/11,100000000,100000000,4LDK,4LDK,91.17,91.17,中央区,佃２-5番7,東京メトロ有楽町線,月島,3
451,ブリリアタワーズ目黒　ノースレジデンス,2018/6,100000000,100000000,2LDK,2LDK,53.5,53.5,品川区,上大崎３-1,ＪＲ山手線,目黒,1
452,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,2LDK,2LDK,83.37,83.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
453,南青山マスターズハウス,2017/11,100000000,100000000,1LDK,1LDK,80.78,80.78,港区,南青山４,東京メトロ千代田線,乃木坂,6
454,ディアスタ早稲田　諏訪通り,2017/11,100000000,100000000,3LDK,3LDK,90.87,90.87,新宿区,西早稲田２-12-3,東京メトロ副都心線,西早稲田,5
455,ザ・パークハウス西新宿タワー６０,2018/3,100000000,100000000,2LDK,2LDK,87.37,87.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
456,ブリリアタワーズ目黒サウスレジデンス,2017/11,100000000,100000000,2LDK,2LDK,54.64,54.64,品川区,上大崎３-２番,ＪＲ山手線,目黒,2
457,ブリリアタワーズ目黒　ノースレジデンス,2018/6,100000000,100000000,1LDK+S,1LDK+S,59.8,59.8,品川区,上大崎３-1,ＪＲ山手線,目黒,1
458,ブリリアタワーズ目黒　ノースレジデンス,2018/1,100000000,100000000,2LDK,2LDK,70.13,70.13,品川区,上大崎３,ＪＲ山手線,目黒,1
459,ザ・パークハウス西新宿タワー60,2017/11,100000000,100000000,3LDK+S,3LDK+S,83.37,83.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
460,ブリリアタワーズ目黒　サウスレジデンス,2017/12,100000000,100000000,2LDK,2LDK,66.65,66.65,品川区,上大崎３,ＪＲ山手線,目黒,2
461,ブリリアタワーズ目黒　サウスレジデンス,2018/7,100000000,100000000,2LDK,2LDK,54.64,54.64,品川区,上大崎３,ＪＲ山手線,目黒,2
462,ブランズ渋谷常盤松,2017/11,100000000,100000000,2LDK,2LDK,70.79,70.79,渋谷区,東４,東京メトロ銀座線,表参道,17
463,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,87.37,87.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
464,ブリリア　タワーズサウスレジデンス,2018/2,100000000,100000000,1LDK,1LDK,61.24,61.24,品川区,上大崎３,ＪＲ山手線,目黒,2
465,ブリリアタワーズ目黒　サウスレジデンス,2018/5,100000000,100000000,2LDK,2LDK,64.4,64.4,品川区,上大崎３-2,ＪＲ山手線,目黒,2
466,ザ・パークハウス新宿御苑,2018/3,100000000,100000000,3LDK,3LDK,75.66,75.66,新宿区,新宿２,東京メトロ丸ノ内線,新宿御苑前,1
467,ブリリアタワーズ目黒　ノースレジデンス,2018/6,100000000,100000000,2LDK+S,2LDK+S,68.07,68.07,品川区,上大崎３,ＪＲ山手線,目黒,1
468,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,89.86,89.86,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
469,ブリリアタワーズ目黒　ノースレジデンス,2018/6,100000000,100000000,2LDK,2LDK,68.84,68.84,品川区,上大崎３-1,ＪＲ山手線,目黒,1
470,ブリリアタワーズ目黒　ノースレジデンス,2018/6,100000000,100000000,3LDK+S,3LDK+S,79.58,79.58,品川区,上大崎３-1,ＪＲ山手線,目黒,1
471,ブリリアタワーズ目黒ノースレジデンス,2017/11,100000000,100000000,2LDK,2LDK,66.29,66.29,品川区,上大崎３-1,ＪＲ山手線,目黒,1
472,ザ・パークハウスグラン南青山,2017/11,100000000,100000000,1LDK,1LDK,60.21,60.21,港区,南青山５,東京メトロ銀座線,表参道,4
473,ザ・パークハウス西新宿タワー60,2017/11,100000000,100000000,2LDK,2LDK,96.08,96.08,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
474,ザ・パークハウス西新宿タワー60,2017/11,100000000,100000000,2LDK,2LDK,96.08,96.08,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
475,【新築タワーレジデンス55階】ザ・パークハウス西新宿タワー60,2017/11,100000000,100000000,2LDK+S,2LDK+S,96.8,96.8,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
476,ザ・パークハウス西新宿タワー60,2017/11,100000000,100000000,2LDK,2LDK,96.08,96.08,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
477,ザ・パークハウス西新宿タワー60,2018/3,100000000,100000000,3LDK,3LDK,96.08,96.08,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
478,ブリリアタワーズ目黒　ノースレジデンス,2018/6,100000000,100000000,2LDK+S,2LDK+S,79.58,79.58,品川区,上大崎３-1,ＪＲ山手線,目黒,1
479,《ブリリアタワーズ目黒サウスレジデンス》目黒駅前再開発地区の堂々たるタワーマンション,2018/1,100000000,100000000,2LDK,2LDK,72.11,72.11,品川区,上大崎３,ＪＲ山手線,目黒,2
480,ブリリアタワーズ目黒　サウスレジデンス,2018/5,200000000,200000000,2LDK+S,2LDK+S,80.2,80.2,品川区,上大崎３-2,ＪＲ山手線,目黒,2
481,ザ・パークハウスグラン南青山高樹町,2017/11,200000000,200000000,3LDK,3LDK,99.52,99.52,港区,南青山７,東京メトロ日比谷線,広尾,11
482,ブリリアタワーズ目黒　ノースレジデンス,2018/6,200000000,200000000,3LDK,3LDK,95.28,95.28,品川区,上大崎３-1,ＪＲ山手線,目黒,1
483,ブリリアタワーズ目黒,2018/5,200000000,200000000,3LDK,3LDK,85.56,85.56,品川区,上大崎３,ＪＲ山手線,目黒,1
484,ブランズ　ザ　ハウス一番町,2017/11,200000000,200000000,2LDK,2LDK,111.83,111.83,千代田区,一番町,東京メトロ半蔵門線,半蔵門,3
485,ブランズ　ザ・ハウス一番町,2017/11,200000000,200000000,2LDK,2LDK,111.83,111.83,千代田区,一番町,東京メトロ半蔵門線,半蔵門,3
486,プラウド六本木,2017/11,200000000,200000000,2LDK,2LDK,100.12,100.12,港区,六本木４,東京メトロ日比谷線,六本木,4
487,プラウド六本木,2017/11,300000000,300000000,2LDK+S,2LDK+S,131.65,131.65,港区,六本木４-2-41,東京メトロ日比谷線,六本木,4
488,ブリリアタワーズ目黒　ノースレジデンス,2018/6,300000000,300000000,3LDK,3LDK,103.55,103.55,品川区,上大崎３-1,ＪＲ山手線,目黒,1
489,セイガステージ府中V,2018/3末,24980000,45980000,1LDK,4LDK,35.0,70.19,府中市,本宿町２,ＪＲ南武線,西府,9
490,クイーンズプライム練馬北町,2017/11,27980000,27980000,1LDK,1LDK,36.2,36.2,練馬区,北町３,東京メトロ有楽町線,地下鉄赤塚,11
491,ヴェルディーク南多摩,2017/11,29900000,43580000,1LDK,3LDK,56.7,70.8,稲城市,大丸,ＪＲ南武線,南多摩,2
492,サンクレイドル浅草,2017/11,29980000,29980000,1LDK,1LDK,40.0,40.0,台東区,東浅草１,東京メトロ銀座線,浅草,14
493,J WAZAC東京押上,2018/9,31400000,43400000,1DK,2LDK,30.14,44.14,墨田区,向島２,東京メトロ半蔵門線,押上,9
494,サンクレイドル立石,2017/12,31980000,31980000,3LDK,3LDK,65.52,65.52,葛飾区,東四つ木２,京成押上線,京成立石,13
495,J WAZAC押上 エクセレント,2018/2,33700000,47800000,1LDK,2LDK,32.5,45.51,墨田区,向島３,東京メトロ半蔵門線,押上,7
496,ファインスクェア府中本町,2018/8,33780000,33780000,2LDK,2LDK,55.37,55.37,府中市,矢崎町１,ＪＲ武蔵野線,府中本町,5
497,スカイコートヒルズ北新宿,2017/11,33900000,50000000,1K,1K,25.5,25.5,新宿区,北新宿４,ＪＲ中央線,東中野,8
498,J WAZAC東雪谷,2017/11,33900000,57400000,1LDK,1LDK,38.16,56.35,大田区,東雪谷４,東急池上線,洗足池,13
499,クリオ ラベルヴィ三ノ輪,2018/11,34390000,52430000,1LDK,2LDK,34.16,54.28,台東区,竜泉２,東京メトロ日比谷線,三ノ輪,4
500,エステムプラザ赤羽アンダルシア,2017/12,34580000,34580000,1DK,1DK,31.85,31.85,北区,赤羽２,ＪＲ京浜東北線,赤羽,5
501,ラコント文京白山,2018/3,34800000,34800000,1R,1R,33.16,33.16,文京区,白山４,都営三田線,白山,7
502,エステムプラザ とうきょうスカイツリー駅,2018/4,35600000,54800000,1LDK,2LDK,33.05,53.7,墨田区,向島３,東武伊勢崎線,とうきょうスカイツリー,2
503,ベルコリーヌ南大沢5-6,2017/11,35800000,35800000,2LDK,2LDK,87.88,87.88,八王子市,南大沢５,京王相模原線,南大沢,10
504,シーズクロノス蒲田,2017/11,36900000,49300000,1DK+S,1DK+S,39.16,39.16,大田区,西蒲田８,ＪＲ京浜東北線,蒲田,4
505,プレシス久が原パークサイドテラス,2017/11,37800000,55800000,1LDK+S,3LDK,54.85,74.78,大田区,久が原１,東急池上線,御嶽山,14
506,アンビシャス小岩,2017/11,37800000,44900000,1LDK+S,3LDK,44.99,65.17,葛飾区,鎌倉２,ＪＲ総武線,小岩,17
507,セイガステージ世田谷烏山,2018/3末,37900000,53600000,2LDK,4LDK,55.65,75.6,世田谷区,北烏山８,京王線,千歳烏山,18
508,エラヴィオ等々力,2017/11,38500000,63600000,1R,2LDK,30.12,62.16,世田谷区,等々力７,東急東横線,自由が丘,19
509,西日暮里フラッツ,2017/11,38980000,38980000,1LDK,1LDK,41.62,41.62,荒川区,西日暮里１,東京メトロ千代田線,西日暮里,5
510,プレシス府中エンティア,2017/11,39800000,39800000,2LDK+S,2LDK+S,66.85,66.85,府中市,本宿町２,ＪＲ南武線,西府,10
511,サンクレイドル千代田岩本町,2018/9末,39980000,49980000,1LDK,1LDK,41.3,41.3,千代田区,岩本町２,東京メトロ日比谷線,小伝馬町,4
512,サンクレイドル北小岩,2017/11,39980000,39980000,3LDK,3LDK,70.49,70.49,江戸川区,北小岩６,京成本線,京成小岩,3
513,センチュリー青砥,2017/11,42580000,42580000,3LDK,3LDK,76.33,76.33,葛飾区,青戸７,京成本線,青砥,12
514,オープンレジデンシア西日暮里道灌山ヒルズ,2018/8末,43880000,80680000,1LDK,3LDK,31.52,82.59,荒川区,西日暮里４,ＪＲ山手線,西日暮里,6
515,グランイーグル南六郷サウスビュー,2017/11,44300000,44300000,3LDK,3LDK,60.9,60.9,大田区,南六郷３,京急本線,雑色,12
516,サンクレイドル木場公園II,2017/11,44680000,58880000,3LDK,3LDK,62.75,70.49,江東区,千石１,東京メトロ東西線,木場,13
517,アジールコフレ中野坂上,2017/11,44780000,44780000,1LDK,1LDK,34.63,34.63,中野区,本町２,東京メトロ丸ノ内線,中野坂上,2
518,クリオラベルヴィ王子,2017/11,45490000,45490000,2LDK,2LDK,48.05,48.05,北区,栄町,ＪＲ京浜東北線,王子,3
519,リーフィアレジデンス狛江 東和泉,2017/11,46780000,50880000,2LDK,2LDK,57.57,61.17,狛江市,東和泉１,小田急線,狛江,4
520,ライオンズ東綾瀬公園グランフォート,2018/329日,46900000,46900000,3LDK,3LDK,72.01,72.01,足立区,綾瀬７,東京メトロ千代田線,北綾瀬,8
521,シエルヴィラ桜橋〈壱番館〉,2017/11,47900000,52900000,1LDK+S,2LDK,55.89,63.22,墨田区,向島２,東京メトロ半蔵門線,押上,11
522,ジーベック錦糸北斎通り,2017/11,48800000,48800000,1LDK,1LDK,51.16,51.16,墨田区,亀沢４,ＪＲ総武線,錦糸町,9
523,ピアース日本橋箱崎町,2018/3,48800000,70800000,1LDK,3LDK,43.34,62.41,中央区,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,4
524,オープンレジデンシア久が原,2018/1,48880000,48880000,1LDK,1LDK,49.25,49.25,大田区,南久が原２,東急池上線,久が原,4
525,オープンレジデンシア日本橋馬喰町ステーションサイド,2018/3,49680000,49680000,1LDK,1LDK,43.87,43.87,中央区,日本橋馬喰町１,ＪＲ総武線快速,馬喰町,1
526,リムテラス阿佐ヶ谷パークサイド,2017/11,49800000,67800000,2LDK+S,2LDK+S,66.13,82.7,杉並区,阿佐谷北２,ＪＲ中央線,阿佐ヶ谷,9
527,ライオンズ関町北グランヒルズ,2017/11,49900000,49900000,3LDK,3LDK,64.67,64.67,練馬区,関町北２,西武新宿線,武蔵関,6
528,ザ・サンクレイドル日本橋レジデンス,2019/1,49980000,100000000,1LDK,3LDK,41.01,94.81,中央区,日本橋富沢町,東京メトロ日比谷線,人形町,6
529,アトラス押上 桜花テラス,2017/11,51980000,51980000,3LDK,3LDK,59.63,59.63,墨田区,向島３,東京メトロ半蔵門線,押上,9
530,クリオ武蔵小金井フロントアベニュー,2017/11,52520000,59740000,2LDK+S,2LDK+S,63.1,70.57,小金井市,本町５,ＪＲ中央線,武蔵小金井,8
531,センチュリー初台,2017/11,54800000,54800000,2LDK,2LDK,58.94,58.94,渋谷区,初台１,京王新線,初台,2
532,グランリビオ高輪三丁目,2018/6,55900000,100000000,1LDK,3LDK,37.97,70.55,港区,高輪３,都営浅草線,高輪台,2
533,オープンレジデンシア麻布六本木,2018/8,59000000,94000000,1LDK,1LDK+S※納戸＝サービスルーム,35.0,58.37,港区,六本木３,東京メトロ南北線,六本木一丁目,5
534,オープンレジデンシア銀座築地,2018/9,59700000,59700000,1LDK+S,1LDK+S,48.45,48.45,中央区,築地６,東京メトロ日比谷線,築地,5
535,ブランシエラ板橋西台,2017/11,59800000,59800000,4LDK,4LDK,86.35,86.35,板橋区,高島平９,都営三田線,西台,9
536,クリオ杉並高井戸,2017/11,59890000,59890000,3LDK,3LDK,71.47,71.47,杉並区,高井戸東３,京王井の頭線,高井戸,8
537,レ・ジェイド ヴェール駒込,2017/11,59980000,59980000,3LDK,3LDK,65.27,65.27,北区,西ケ原１,ＪＲ山手線,駒込,7
538,オープンレジデンシア本郷三丁目,2018/6,61980000,82880000,2LDK,3LDK,54.21,63.76,文京区,本郷３,東京メトロ丸ノ内線,本郷三丁目,7
539,ディアナコート宮坂壇邸,2017/11,63800000,63800000,1LDK+S,1LDK+S,61.1,61.1,豊島区,南大塚１,東京メトロ丸ノ内線,新大塚,8
540,オープンレジデンシア日本橋横山町,2017/12,63880000,63880000,2LDK,2LDK,54.46,54.46,中央区,日本橋横山町,ＪＲ総武線快速,馬喰町,1
541,アールブラン馬込,2018/3,63900000,63900000,2LDK+S,2LDK+S,64.63,64.63,大田区,中馬込２,都営浅草線,馬込,5
542,ピアース中野坂上,2018/3,63900000,63900000,2LDK,2LDK,53.93,53.93,中野区,中央１,東京メトロ丸ノ内線,中野坂上,3
543,ディアナコート日本橋浜町,2018/3,68800000,68800000,1LDK+S,1LDK+S,54.42,54.42,中央区,日本橋浜町２,都営新宿線,浜町,2
544,オープンレジデンシア吉祥寺御殿山,2018/4,68980000,68980000,2LDK,2LDK,62.95,62.95,武蔵野市,御殿山１,ＪＲ中央線,吉祥寺,6
545,オープンレジデンシア御茶ノ水,2018/8,73880000,73880000,2LDK,2LDK,54.14,54.14,文京区,湯島３,ＪＲ総武線,御茶ノ水,6
546,ロイヤルシーズン池田山,2017/11,77800000,100000000,2LDK,2LDK,65.31,100.98,品川区,東五反田５,都営浅草線,五反田,6
547,プレミスト佃二丁目,2017/11,82580000,97280000,3LDK,3LDK,75.44,92.79,中央区,佃２,東京メトロ有楽町線,月島,3
548,ロイヤルシーズン白金台,2017/11,84300000,100000000,2LDK,2LDK,64.04,71.23,港区,白金台３,東京メトロ南北線,白金台,8
549,プラウドシティ阿佐ヶ谷,2017/11,86900000,86900000,3LDK,3LDK,78.31,78.31,杉並区,成田東４,東京メトロ丸ノ内線,南阿佐ヶ谷,6
550,クリオ駒沢公園,2017/11,89500000,89500000,2LDK,2LDK,82.4,82.4,目黒区,東が丘１,東急田園都市線,駒沢大学,16
